ais_event_id,vessel_id,mmsi,vessel_name,vessel_type,vessel_group,is_military,flag_country,timestamp_utc,latitude,longitude,speed_knots,course_deg,course_change_deg,ais_status,ais_gap_minutes,maritime_zone,zone_risk_level,sensitive_zone_name,sensitive_zone_distance_km,near_sensitive_zone,nearest_vessel_distance_nm,nearby_vessel_count,route_pattern,signal_quality,behavior_label,behavior_flags,simulation_seed
AIS-0045-04,VES-0045,582721425,MN-104,Corvette,combat,True,Turkey,2026-05-12T08:26:12.754917+00:00,25.24691,120.45933,18.45,69.9,6.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,81.66,False,12.08,2,transit regulier,0.99,normal,aucun,20260513
AIS-0065-05,VES-0065,341484128,MN-204,Croiseur,combat_strategique,True,France,2026-05-12T08:28:04.289022+00:00,26.17502,57.29154,15.77,91.8,11.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,130.44,False,25.8,1,patrouille declaree,0.857,normal,aucun,20260513
AIS-0016-03,VES-0016,667176357,TRADE-845,Pétrolier,civil,False,Liberia,2026-05-12T08:33:15.389530+00:00,42.42638,35.24272,19.32,67.8,89.6,Actif,0,Mer Noire,High,Mer Noire,279.57,False,0.97,3,variation de cap,0.948,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513
AIS-0001-03,VES-0001,500249526,TRADE-369,Pétrolier,civil,False,Taiwan,2026-05-12T08:40:48.987822+00:00,26.07324,56.23614,20.6,18.3,15.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,24.96,True,3.74,1,variation de cap,0.803,suspect,proximite zone sensible; vitesse atypique,20260513
AIS-0031-05,VES-0031,388206819,OCEAN-300,Pétrolier,civil,False,China,2026-05-12T08:49:26.701672+00:00,34.05089,31.34148,8.67,67.2,15.2,Actif,0,Méditerranée orientale,High,Méditerranée orientale,194.77,False,25.46,0,transit regulier,0.898,normal,aucun,20260513
AIS-0025-01,VES-0025,425685029,NORD-792,Chalutier,civil,False,France,2026-05-12T08:51:16.732437+00:00,26.33339,55.55788,8.8,348.8,14.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,57.63,False,18.92,0,transit regulier,0.742,normal,aucun,20260513
AIS-0073-03,VES-0073,576747216,MN-856,Frégate,combat,True,France,2026-05-12T08:59:18.983944+00:00,24.87268,120.49154,18.9,312.3,15.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,54.8,False,11.08,2,transit regulier,0.939,normal,aucun,20260513
AIS-0007-04,VES-0007,378503552,MER-359,Cargo,civil,False,Greece,2026-05-12T08:59:33.455730+00:00,44.3207,32.55477,15.41,217.7,2.0,Actif,0,Mer Noire,High,Mer Noire,81.19,False,25.02,1,transit regulier,0.99,normal,aucun,20260513
AIS-0058-01,VES-0058,549300522,MN-807,Navire de soutien,soutien_ou_amphibie,True,France,2026-05-12T09:09:58.454684+00:00,24.08291,120.78132,17.62,313.8,15.1,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,72.1,False,27.03,0,approche portuaire,0.881,normal,aucun,20260513
AIS-0016-04,VES-0016,667176357,TRADE-845,Pétrolier,civil,False,Liberia,2026-05-12T09:10:15.389530+00:00,42.44161,35.30626,7.0,12.8,1.1,Actif,0,Mer Noire,High,Mer Noire,280.72,False,1.65,2,loitering,0.868,suspect,proximite autre navire,20260513
AIS-0073-05,VES-0073,576747216,MN-856,Frégate,combat,True,France,2026-05-12T09:23:18.983944+00:00,25.01743,120.33643,20.67,344.7,12.3,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,75.68,False,23.96,1,approche portuaire,0.99,normal,aucun,20260513
AIS-0025-03,VES-0025,425685029,NORD-792,Chalutier,civil,False,France,2026-05-12T09:39:16.732437+00:00,26.47627,55.6305,2.86,9.7,5.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,64.52,False,22.18,0,transit regulier,0.758,normal,aucun,20260513
AIS-0063-01,VES-0063,564902011,MN-878,Bâtiment de débarquement,soutien_ou_amphibie,True,France,2026-05-12T09:41:43.402990+00:00,34.97321,32.19595,15.94,340.9,8.1,Actif,0,Méditerranée orientale,High,Méditerranée orientale,91.89,False,2.15,1,loitering,0.909,normal,aucun,20260513
AIS-0025-02,VES-0025,425685029,NORD-792,Chalutier,civil,False,France,2026-05-12T09:49:16.732437+00:00,26.32983,55.59768,8.9,14.1,9.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,54.38,False,7.12,1,transit regulier,0.669,normal,aucun,20260513
AIS-0016-05,VES-0016,667176357,TRADE-845,Pétrolier,civil,False,Liberia,2026-05-12T09:59:15.389530+00:00,42.65408,35.5573,20.59,67.1,30.5,Actif,0,Mer Noire,High,Mer Noire,272.45,False,2.37,3,variation de cap,0.68,suspect,vitesse atypique,20260513
AIS-0058-02,VES-0058,549300522,MN-807,Navire de soutien,soutien_ou_amphibie,True,France,2026-05-12T10:08:58.454684+00:00,24.13958,120.77959,10.89,333.4,21.5,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,66.19,False,4.83,0,transit regulier,0.849,normal,aucun,20260513
AIS-0039-05,VES-0039,261939875,NORD-810,Cargo,civil,False,Marshall Islands,2026-05-12T10:09:32.980532+00:00,19.65036,39.90278,17.63,335.3,16.0,Actif,0,Mer Rouge,High,Mer Rouge,133.88,False,27.29,1,patrouille declaree,0.582,normal,aucun,20260513
AIS-0024-05,VES-0024,414384704,ATL-236,Cargo,civil,False,China,2026-05-12T10:11:39.974249+00:00,44.60677,32.22169,10.36,295.8,23.3,Actif,0,Mer Noire,High,Mer Noire,101.2,False,3.32,1,loitering,0.79,normal,aucun,20260513
AIS-0072-01,VES-0072,255382206,MER-200,Cargo,civil,False,Norway,2026-05-12T10:12:00.690957+00:00,23.49432,120.99402,17.09,151.3,17.3,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,134.07,False,20.45,2,approche portuaire,0.99,normal,aucun,20260513
AIS-0046-04,VES-0046,240150663,OCEAN-268,Cargo,civil,False,Singapore,2026-05-12T10:14:39.720673+00:00,25.86439,55.90688,9.82,200.1,12.1,Interrompu,45,Détroit d'Ormuz,Critical,Détroit d'Ormuz,17.72,True,16.97,0,reapparition tardive,0.343,suspect,coupure AIS,20260513
AIS-0039-04,VES-0039,261939875,NORD-810,Cargo,civil,False,Marshall Islands,2026-05-12T10:22:32.980532+00:00,19.71541,39.89908,14.21,35.5,28.2,Actif,0,Mer Rouge,High,Mer Rouge,138.81,False,12.23,2,transit regulier,0.913,normal,aucun,20260513
AIS-0063-03,VES-0063,564902011,MN-878,Bâtiment de débarquement,soutien_ou_amphibie,True,France,2026-05-12T10:23:43.402990+00:00,35.11291,32.18247,17.02,28.8,24.7,Interrompu,45,Méditerranée orientale,High,Méditerranée orientale,95.65,False,2.41,5,route sombre,0.434,suspect,coupure AIS,20260513
AIS-0007-05,VES-0007,378503552,MER-359,Cargo,civil,False,Greece,2026-05-12T10:30:33.455730+00:00,44.40393,32.73402,8.55,214.8,28.5,Actif,0,Mer Noire,High,Mer Noire,64.54,False,4.96,0,transit regulier,0.817,normal,aucun,20260513
AIS-0072-02,VES-0072,255382206,MER-200,Cargo,civil,False,Norway,2026-05-12T10:33:00.690957+00:00,23.44357,121.01222,11.21,136.8,19.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,139.71,False,19.03,0,transit regulier,0.963,normal,aucun,20260513
AIS-0001-04,VES-0001,500249526,TRADE-369,Pétrolier,civil,False,Taiwan,2026-05-12T10:33:48.987822+00:00,26.0955,56.33462,9.71,69.1,126.0,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,35.07,True,1.48,5,loitering,0.746,suspect,proximite zone sensible; proximite autre navire; variation cap forte,20260513
AIS-0045-05,VES-0045,582721425,MN-104,Corvette,combat,True,Turkey,2026-05-12T10:35:12.754917+00:00,25.34581,120.79051,14.28,38.5,10.3,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,74.85,False,16.18,1,transit regulier,0.825,normal,aucun,20260513
AIS-0063-02,VES-0063,564902011,MN-878,Bâtiment de débarquement,soutien_ou_amphibie,True,France,2026-05-12T10:47:43.402990+00:00,34.98067,32.21208,11.06,351.5,12.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,90.5,False,3.46,1,rendez-vous probable,0.764,normal,aucun,20260513
AIS-0023-01,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T11:12:27.194258+00:00,23.99472,120.31617,7.92,346.6,98.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,104.64,False,0.87,2,loitering,0.954,suspect,proximite autre navire; variation cap forte,20260513
AIS-0073-04,VES-0073,576747216,MN-856,Frégate,combat,True,France,2026-05-12T11:15:18.983944+00:00,24.84617,120.51126,17.75,286.4,15.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,51.95,False,13.63,0,patrouille declaree,0.681,normal,aucun,20260513
AIS-0033-01,VES-0033,472710380,MER-327,Cargo,civil,False,China,2026-05-12T11:17:31.265221+00:00,43.01917,34.11082,10.98,304.3,11.5,Actif,0,Mer Noire,High,Mer Noire,182.48,False,0.53,2,loitering,0.617,suspect,proximite autre navire,20260513
AIS-0064-01,VES-0064,592425568,MN-395,Bâtiment de débarquement,soutien_ou_amphibie,True,Taiwan,2026-05-12T11:28:33.949339+00:00,20.05752,39.76066,20.91,18.1,77.2,Actif,0,Mer Rouge,High,Mer Rouge,160.98,False,0.19,1,loitering,0.798,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513
AIS-0005-01,VES-0005,228173090,NORD-701,Cargo,civil,False,Marshall Islands,2026-05-12T11:49:22.308716+00:00,34.79907,31.43949,1.56,236.4,14.5,Actif,0,Méditerranée orientale,High,Méditerranée orientale,161.04,False,1.84,4,rendez-vous probable,0.891,suspect,proximite autre navire,20260513
AIS-0018-01,VES-0018,206147429,TRADE-610,Cargo,civil,False,India,2026-05-12T11:50:52.053981+00:00,18.1341,38.15927,23.97,226.7,145.7,Actif,0,Mer Rouge,High,Mer Rouge,115.52,False,2.59,2,loitering,0.958,suspect,variation cap forte; vitesse atypique,20260513
AIS-0023-03,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T11:52:27.194258+00:00,24.09872,120.23483,4.11,340.9,72.3,Interrompu,240,Détroit de Taïwan,Critical,Détroit de Taïwan,102.34,False,1.68,3,coupure AIS,0.445,suspect,coupure AIS; proximite autre navire; variation cap forte,20260513
AIS-0058-03,VES-0058,549300522,MN-807,Navire de soutien,soutien_ou_amphibie,True,France,2026-05-12T12:01:58.454684+00:00,24.30805,120.72745,10.99,335.8,9.4,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,51.57,False,22.22,0,transit regulier,0.99,normal,aucun,20260513
AIS-0001-05,VES-0001,500249526,TRADE-369,Pétrolier,civil,False,Taiwan,2026-05-12T12:02:48.987822+00:00,26.2791,56.45447,6.72,46.8,104.5,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,54.97,False,2.08,3,loitering,0.693,suspect,variation cap forte,20260513
AIS-0064-02,VES-0064,592425568,MN-395,Bâtiment de débarquement,soutien_ou_amphibie,True,Taiwan,2026-05-12T12:10:33.949339+00:00,20.14833,39.76069,16.02,349.0,6.5,Actif,0,Mer Rouge,High,Mer Rouge,169.82,False,0.42,3,rendez-vous probable,0.827,suspect,proximite autre navire,20260513
AIS-0023-02,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T12:11:27.194258+00:00,24.06028,120.27539,0.72,355.1,8.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,102.2,False,1.79,4,variation de cap,0.919,suspect,proximite autre navire,20260513
AIS-0018-02,VES-0018,206147429,TRADE-610,Cargo,civil,False,India,2026-05-12T12:12:52.053981+00:00,18.10612,38.11639,22.54,263.2,85.7,Actif,0,Mer Rouge,High,Mer Rouge,120.99,False,0.52,2,loitering,0.867,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513
AIS-0058-04,VES-0058,549300522,MN-807,Navire de soutien,soutien_ou_amphibie,True,France,2026-05-12T12:21:58.454684+00:00,24.37831,120.67647,11.34,1.3,26.7,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,48.48,False,4.33,2,transit regulier,0.985,normal,aucun,20260513
AIS-0072-03,VES-0072,255382206,MER-200,Cargo,civil,False,Norway,2026-05-12T12:22:00.690957+00:00,23.266,121.04116,11.02,172.9,21.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,159.51,False,8.15,0,patrouille declaree,0.836,normal,aucun,20260513
AIS-0044-01,VES-0044,695979634,TRADE-156,Chalutier,civil,False,China,2026-05-12T12:25:30.966065+00:00,42.37521,32.31961,4.23,261.1,15.6,Actif,0,Mer Noire,High,Mer Noire,265.07,False,19.89,2,transit regulier,0.99,normal,aucun,20260513
AIS-0072-04,VES-0072,255382206,MER-200,Cargo,civil,False,Norway,2026-05-12T12:27:00.690957+00:00,23.40157,121.00733,12.4,155.0,11.3,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,144.38,False,17.18,0,transit regulier,0.887,normal,aucun,20260513
AIS-0033-02,VES-0033,472710380,MER-327,Cargo,civil,False,China,2026-05-12T12:27:31.265221+00:00,43.0838,34.08546,23.37,305.3,15.2,Actif,0,Mer Noire,High,Mer Noire,175.01,False,1.28,5,loitering,0.99,suspect,proximite autre navire; vitesse atypique,20260513
AIS-0033-05,VES-0033,472710380,MER-327,Cargo,civil,False,China,2026-05-12T12:29:31.265221+00:00,43.23272,33.79133,15.58,304.6,100.0,Actif,0,Mer Noire,High,Mer Noire,153.81,False,2.82,2,variation de cap,0.99,suspect,variation cap forte,20260513
AIS-0058-05,VES-0058,549300522,MN-807,Navire de soutien,soutien_ou_amphibie,True,France,2026-05-12T12:29:58.454684+00:00,24.22194,120.72729,10.74,347.8,9.6,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,59.9,False,19.31,0,transit regulier,0.853,normal,aucun,20260513
AIS-0005-02,VES-0005,228173090,NORD-701,Cargo,civil,False,Marshall Islands,2026-05-12T12:35:22.308716+00:00,34.78948,31.37746,16.05,267.5,19.7,Actif,0,Méditerranée orientale,High,Méditerranée orientale,166.77,False,3.11,1,variation de cap,0.99,normal,aucun,20260513
AIS-0049-01,VES-0049,509890299,OCEAN-950,Porte-conteneurs,civil,False,Singapore,2026-05-12T12:42:58.933861+00:00,26.55381,55.42831,14.75,170.7,19.3,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,83.91,False,2.56,5,loitering,0.806,normal,aucun,20260513
AIS-0033-04,VES-0033,472710380,MER-327,Cargo,civil,False,China,2026-05-12T12:44:31.265221+00:00,43.14799,33.97408,14.88,300.6,119.2,Actif,0,Mer Noire,High,Mer Noire,165.87,False,0.28,5,loitering,0.84,suspect,proximite autre navire; variation cap forte,20260513
AIS-0018-03,VES-0018,206147429,TRADE-610,Cargo,civil,False,India,2026-05-12T12:48:52.053981+00:00,18.13611,38.08233,15.61,186.4,23.4,Actif,0,Mer Rouge,High,Mer Rouge,121.72,False,1.51,4,rendez-vous probable,0.961,suspect,proximite autre navire,20260513
AIS-0025-04,VES-0025,425685029,NORD-792,Chalutier,civil,False,France,2026-05-12T12:57:16.732437+00:00,26.40994,55.60216,1.4,71.8,18.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,60.44,False,20.64,2,transit regulier,0.937,normal,aucun,20260513
AIS-0023-04,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T13:12:27.194258+00:00,24.16375,120.17928,3.74,296.2,25.7,Interrompu,120,Détroit de Taïwan,Critical,Détroit de Taïwan,102.27,False,3.23,5,coupure AIS,0.595,suspect,coupure AIS,20260513
AIS-0044-02,VES-0044,695979634,TRADE-156,Chalutier,civil,False,China,2026-05-12T13:33:30.966065+00:00,42.33406,32.18751,7.33,206.7,14.3,Actif,0,Mer Noire,High,Mer Noire,273.31,False,15.58,0,transit regulier,0.899,normal,aucun,20260513
AIS-0005-04,VES-0005,228173090,NORD-701,Cargo,civil,False,Marshall Islands,2026-05-12T13:46:22.308716+00:00,34.78605,31.21488,14.81,312.6,1.9,Actif,0,Méditerranée orientale,High,Méditerranée orientale,181.6,False,0.61,5,rendez-vous probable,0.948,suspect,proximite autre navire,20260513
AIS-0018-05,VES-0018,206147429,TRADE-610,Cargo,civil,False,India,2026-05-12T13:50:52.053981+00:00,18.08087,38.05508,10.97,241.0,108.7,Actif,0,Mer Rouge,High,Mer Rouge,127.79,False,0.61,2,loitering,0.742,suspect,proximite autre navire; variation cap forte,20260513
AIS-0057-01,VES-0057,482970316,MER-110,Navire civil,civil,False,Norway,2026-05-12T13:57:36.836197+00:00,24.79596,121.67133,12.89,275.7,22.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,68.63,False,19.93,1,transit regulier,0.891,normal,aucun,20260513
AIS-0071-01,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T14:00:15.557630+00:00,24.4929,120.81927,18.36,168.4,27.2,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,29.4,True,9.57,1,approche portuaire,0.84,normal,aucun,20260513
AIS-0030-01,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T14:00:54.757766+00:00,25.89799,56.29817,10.21,210.5,72.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,31.9,True,2.55,4,rendez-vous probable,0.927,suspect,proximite zone sensible; variation cap forte,20260513
AIS-0033-03,VES-0033,472710380,MER-327,Cargo,civil,False,China,2026-05-12T14:03:31.265221+00:00,43.13732,34.06042,10.58,304.0,11.4,Actif,0,Mer Noire,High,Mer Noire,168.73,False,1.35,2,rendez-vous probable,0.969,suspect,proximite autre navire,20260513
AIS-0017-01,VES-0017,389563468,NORD-998,Chalutier,civil,False,China,2026-05-12T14:03:45.578385+00:00,25.31504,121.11818,1.45,83.5,14.6,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,69.42,False,17.88,2,transit regulier,0.947,normal,aucun,20260513
AIS-0032-01,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T14:05:34.967091+00:00,25.60509,56.34508,23.25,170.6,157.3,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,55.87,False,1.19,1,variation de cap,0.99,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513
AIS-0063-04,VES-0063,564902011,MN-878,Bâtiment de débarquement,soutien_ou_amphibie,True,France,2026-05-12T14:05:43.402990+00:00,35.25098,32.18454,13.28,336.1,13.3,Interrompu,240,Méditerranée orientale,High,Méditerranée orientale,100.31,False,0.5,3,reapparition tardive,0.392,suspect,coupure AIS; proximite autre navire,20260513
AIS-0072-05,VES-0072,255382206,MER-200,Cargo,civil,False,Norway,2026-05-12T14:08:00.690957+00:00,23.04362,121.14683,9.21,187.0,13.5,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,184.78,False,12.74,2,transit regulier,0.99,normal,aucun,20260513
AIS-0049-02,VES-0049,509890299,OCEAN-950,Porte-conteneurs,civil,False,Singapore,2026-05-12T14:09:58.933861+00:00,26.50663,55.47145,28.41,134.4,2.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,77.15,False,2.39,4,loitering,0.942,suspect,vitesse atypique,20260513
AIS-0015-01,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T14:11:01.967937+00:00,27.04802,56.533,0.56,13.8,140.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,128.03,False,1.19,4,loitering,0.747,suspect,proximite autre navire; variation cap forte,20260513
AIS-0064-03,VES-0064,592425568,MN-395,Bâtiment de débarquement,soutien_ou_amphibie,True,Taiwan,2026-05-12T14:12:33.949339+00:00,20.07791,39.73651,0.56,10.7,13.5,Interrompu,240,Mer Rouge,High,Mer Rouge,161.73,False,3.22,5,coupure AIS,0.466,suspect,coupure AIS,20260513
AIS-0064-04,VES-0064,592425568,MN-395,Bâtiment de débarquement,soutien_ou_amphibie,True,Taiwan,2026-05-12T14:19:33.949339+00:00,20.36472,39.79065,1.04,25.0,7.9,Interrompu,120,Mer Rouge,High,Mer Rouge,192.7,False,2.79,5,coupure AIS,0.452,suspect,coupure AIS,20260513
AIS-0030-02,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T14:29:54.757766+00:00,25.80567,56.30622,14.22,275.5,140.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,37.48,True,0.91,1,rendez-vous probable,0.953,suspect,proximite zone sensible; proximite autre navire; variation cap forte,20260513
AIS-0017-02,VES-0017,389563468,NORD-998,Chalutier,civil,False,China,2026-05-12T14:30:45.578385+00:00,25.33064,121.17521,6.1,62.5,21.1,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,72.31,False,12.68,2,patrouille declaree,0.979,normal,aucun,20260513
AIS-0005-03,VES-0005,228173090,NORD-701,Cargo,civil,False,Marshall Islands,2026-05-12T14:35:22.308716+00:00,34.79117,31.33829,9.99,295.5,119.3,Actif,0,Méditerranée orientale,High,Méditerranée orientale,170.32,False,2.69,5,loitering,0.915,suspect,variation cap forte,20260513
AIS-0049-05,VES-0049,509890299,OCEAN-950,Porte-conteneurs,civil,False,Singapore,2026-05-12T14:38:58.933861+00:00,26.39783,55.48143,10.94,160.9,104.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,68.07,False,1.21,1,variation de cap,0.914,suspect,proximite autre navire; variation cap forte,20260513
AIS-0018-04,VES-0018,206147429,TRADE-610,Cargo,civil,False,India,2026-05-12T14:41:52.053981+00:00,18.13071,38.10693,21.05,229.1,102.3,Actif,0,Mer Rouge,High,Mer Rouge,120.04,False,0.68,2,rendez-vous probable,0.797,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513
AIS-0070-01,VES-0070,671654693,MN-333,Bâtiment de débarquement,soutien_ou_amphibie,True,Marshall Islands,2026-05-12T14:45:58.215216+00:00,42.55527,34.00811,9.22,348.9,10.1,Actif,0,Mer Noire,High,Mer Noire,231.02,False,21.51,2,transit regulier,0.858,normal,aucun,20260513
AIS-0049-04,VES-0049,509890299,OCEAN-950,Porte-conteneurs,civil,False,Singapore,2026-05-12T14:48:58.933861+00:00,26.40628,55.49346,11.16,165.0,146.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,67.78,False,1.31,4,rendez-vous probable,0.643,suspect,proximite autre navire; variation cap forte,20260513
AIS-0004-01,VES-0004,403142509,MER-342,Cargo,civil,False,Taiwan,2026-05-12T14:54:01.089854+00:00,18.64405,39.05367,10.31,229.9,15.8,Actif,0,Mer Rouge,High,Mer Rouge,18.24,True,2.48,2,rendez-vous probable,0.931,suspect,proximite zone sensible,20260513
AIS-0015-02,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T14:54:01.967937+00:00,27.08853,56.50825,23.83,31.5,133.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,131.17,False,2.97,1,rendez-vous probable,0.932,suspect,variation cap forte; vitesse atypique,20260513
AIS-0025-05,VES-0025,425685029,NORD-792,Chalutier,civil,False,France,2026-05-12T14:59:16.732437+00:00,26.69667,55.76736,7.18,57.4,1.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,80.86,False,15.41,2,transit regulier,0.731,normal,aucun,20260513
AIS-0044-03,VES-0044,695979634,TRADE-156,Chalutier,civil,False,China,2026-05-12T14:59:30.966065+00:00,42.23422,32.09516,4.68,251.2,7.2,Actif,0,Mer Noire,High,Mer Noire,286.48,False,25.44,2,approche portuaire,0.817,normal,aucun,20260513
AIS-0049-03,VES-0049,509890299,OCEAN-950,Porte-conteneurs,civil,False,Singapore,2026-05-12T15:00:58.933861+00:00,26.3882,55.46011,14.18,168.0,141.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,69.03,False,1.22,1,loitering,0.792,suspect,proximite autre navire; variation cap forte,20260513
AIS-0071-02,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T15:02:15.557630+00:00,24.40835,120.82289,23.0,195.9,0.4,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,37.05,True,4.21,2,transit regulier,0.855,normal,aucun,20260513
AIS-0015-03,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T15:03:01.967937+00:00,27.14648,56.53037,10.89,355.0,19.2,Interrompu,360,Détroit d'Ormuz,Critical,Détroit d'Ormuz,137.96,False,1.37,1,coupure AIS,0.535,suspect,coupure AIS; proximite autre navire,20260513
AIS-0070-02,VES-0070,671654693,MN-333,Bâtiment de débarquement,soutien_ou_amphibie,True,Marshall Islands,2026-05-12T15:04:58.215216+00:00,42.65207,33.9651,13.43,318.7,10.0,Actif,0,Mer Noire,High,Mer Noire,219.81,False,5.39,1,transit regulier,0.854,normal,aucun,20260513
AIS-0029-01,VES-0029,453737930,MN-810,Navire de soutien,soutien_ou_amphibie,True,China,2026-05-12T15:05:48.690340+00:00,19.26705,39.0203,16.84,155.5,30.7,Actif,0,Mer Rouge,High,Mer Rouge,51.98,True,19.14,1,patrouille declaree,0.932,normal,aucun,20260513
AIS-0023-05,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T15:08:27.194258+00:00,24.31095,120.14683,22.15,317.9,19.4,Interrompu,90,Détroit de Taïwan,Critical,Détroit de Taïwan,96.56,False,2.4,1,route sombre,0.479,suspect,coupure AIS; vitesse atypique,20260513
AIS-0063-05,VES-0063,564902011,MN-878,Bâtiment de débarquement,soutien_ou_amphibie,True,France,2026-05-12T15:09:43.402990+00:00,35.11101,32.2154,14.89,24.5,69.2,Interrompu,180,Méditerranée orientale,High,Méditerranée orientale,92.7,False,0.27,4,reapparition tardive,0.559,suspect,coupure AIS; proximite autre navire,20260513
AIS-0044-04,VES-0044,695979634,TRADE-156,Chalutier,civil,False,China,2026-05-12T15:10:30.966065+00:00,42.24159,32.01784,3.48,233.9,14.4,Actif,0,Mer Noire,High,Mer Noire,288.26,False,10.06,1,transit regulier,0.932,normal,aucun,20260513
AIS-0030-04,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T15:12:54.757766+00:00,25.66575,56.2049,14.58,230.7,74.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,42.45,True,1.43,1,loitering,0.99,suspect,proximite zone sensible; proximite autre navire; variation cap forte,20260513
AIS-0017-04,VES-0017,389563468,NORD-998,Chalutier,civil,False,China,2026-05-12T15:15:45.578385+00:00,25.34839,121.458,2.86,77.1,16.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,85.6,False,8.89,0,patrouille declaree,0.98,normal,aucun,20260513
AIS-0012-01,VES-0012,378725769,MER-409,Porte-conteneurs,civil,False,Singapore,2026-05-12T15:20:01.104309+00:00,34.02536,33.02294,14.98,255.5,0.0,Actif,0,Méditerranée orientale,High,Méditerranée orientale,98.6,False,18.84,0,approche portuaire,0.789,normal,aucun,20260513
AIS-0032-02,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T15:24:34.967091+00:00,25.54567,56.37603,0.64,214.7,84.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,63.01,False,0.39,5,loitering,0.934,suspect,proximite autre navire; variation cap forte,20260513
