ais_event_id,vessel_id,mmsi,vessel_name,vessel_type,vessel_group,is_military,flag_country,timestamp_utc,latitude,longitude,speed_knots,course_deg,course_change_deg,ais_status,ais_gap_minutes,maritime_zone,zone_risk_level,sensitive_zone_name,sensitive_zone_distance_km,near_sensitive_zone,nearest_vessel_distance_nm,nearby_vessel_count,route_pattern,signal_quality,behavior_label,behavior_flags,simulation_seed,business_zone_reference,business_zone_risk,business_max_priority_score,score_vessel,score_geo,score_zone_risk,score_ais_behavior,score_legacy_business,score_signal_quality,final_risk_score,risk_level,attention_required,immediate_review_flag,recommended_action,risk_reasons,scoring_version
AIS-0065-03,VES-0065,341484128,MN-204,Croiseur,combat_strategique,True,France,2026-05-12T05:26:04.289022+00:00,26.01609,57.01519,21.66,72.5,14.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,101.47,False,3.75,1,approche portuaire,0.937,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0065-01,VES-0065,341484128,MN-204,Croiseur,combat_strategique,True,France,2026-05-12T03:32:04.289022+00:00,25.94369,56.81841,12.09,48.5,23.5,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,82.05,False,17.17,1,transit regulier,0.885,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0041-05,VES-0041,334472357,OCEAN-852,Cargo,civil,False,Norway,2026-05-13T07:16:24.772159+00:00,34.61804,32.98299,25.46,150.5,24.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,37.09,True,2.06,4,variation de cap,0.906,suspect,proximite zone sensible; vitesse atypique,20260513,Port militaire de Toulon,High,70,0,15,10,18,11,4,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone high; proximite zone sensible; zone navale connue; proximite autre navire; regroupement de navires; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0041-04,VES-0041,334472357,OCEAN-852,Cargo,civil,False,Norway,2026-05-13T07:05:24.772159+00:00,34.43902,33.17472,1.87,140.3,10.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,51.31,True,0.79,5,rendez-vous probable,0.75,suspect,proximite zone sensible; proximite autre navire; stationnement lent,20260513,Port militaire de Toulon,High,70,0,15,10,29,11,2,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone high; proximite zone sensible; zone navale connue; proximite immediate autre navire; regroupement de navires; stationnement lent en zone sensible; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0041-03,VES-0041,334472357,OCEAN-852,Cargo,civil,False,Norway,2026-05-13T05:26:24.772159+00:00,34.58412,32.94526,1.0,136.9,14.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,42.14,True,1.78,4,variation de cap,0.697,suspect,proximite zone sensible; proximite autre navire; stationnement lent,20260513,Port militaire de Toulon,High,70,0,15,10,25,11,2,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone high; proximite zone sensible; zone navale connue; proximite autre navire; regroupement de navires; stationnement lent en zone sensible; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0019-04,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-13T01:39:29.401784+00:00,43.3187,34.47886,0.23,74.0,115.3,Actif,0,Mer Noire,High,Mer Noire,162.59,False,3.22,1,rendez-vous probable,0.793,suspect,variation cap forte,20260513,Mer Noire,High,74,35,12,10,15,11,2,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone high; zone sensible active; zone navale connue; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0004-03,VES-0004,403142509,MER-342,Cargo,civil,False,Taiwan,2026-05-12T16:18:01.089854+00:00,18.58485,39.04451,25.48,276.2,174.6,Actif,0,Mer Rouge,High,Mer Rouge,24.38,True,1.56,2,rendez-vous probable,0.99,suspect,proximite zone sensible; proximite autre navire; variation cap forte; vitesse atypique,20260513,Canal de Suez,High,72,0,25,10,24,11,4,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone high; proximite zone sensible; zone sensible active; zone navale connue; proximite autre navire; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0004-02,VES-0004,403142509,MER-342,Cargo,civil,False,Taiwan,2026-05-12T16:05:01.089854+00:00,18.56632,38.99028,23.89,201.1,16.7,Actif,0,Mer Rouge,High,Mer Rouge,26.0,True,1.37,1,loitering,0.833,suspect,proximite zone sensible; proximite autre navire; vitesse atypique,20260513,Canal de Suez,High,72,0,21,10,13,11,2,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone high; proximite zone sensible; zone sensible active; zone navale connue; proximite autre navire; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0030-04,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T15:12:54.757766+00:00,25.66575,56.2049,14.58,230.7,74.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,42.45,True,1.43,1,loitering,0.99,suspect,proximite zone sensible; proximite autre navire; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,0,26,15,18,15,4,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; proximite autre navire; variation de cap forte; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0004-01,VES-0004,403142509,MER-342,Cargo,civil,False,Taiwan,2026-05-12T14:54:01.089854+00:00,18.64405,39.05367,10.31,229.9,15.8,Actif,0,Mer Rouge,High,Mer Rouge,18.24,True,2.48,2,rendez-vous probable,0.931,suspect,proximite zone sensible,20260513,Canal de Suez,High,72,0,25,10,16,11,4,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone high; proximite zone sensible; zone sensible active; zone navale connue; proximite autre navire; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0030-02,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T14:29:54.757766+00:00,25.80567,56.30622,14.22,275.5,140.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,37.48,True,0.91,1,rendez-vous probable,0.953,suspect,proximite zone sensible; proximite autre navire; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,0,26,15,25,15,4,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; proximite immediate autre navire; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0001-04,VES-0001,500249526,TRADE-369,Pétrolier,civil,False,Taiwan,2026-05-12T10:33:48.987822+00:00,26.0955,56.33462,9.71,69.1,126.0,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,35.07,True,1.48,5,loitering,0.746,suspect,proximite zone sensible; proximite autre navire; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,0,26,15,26,15,2,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; proximite autre navire; regroupement de navires; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0001-02,VES-0001,500249526,TRADE-369,Pétrolier,civil,False,Taiwan,2026-05-12T08:19:48.987822+00:00,25.98961,56.23409,20.19,353.2,16.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,23.42,True,1.07,4,loitering,0.99,suspect,proximite zone sensible; proximite autre navire; vitesse atypique,20260513,Détroit d'Ormuz,Critical,110,0,30,15,18,15,4,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; proximite autre navire; regroupement de navires; comportement AIS suspect; historique metier prioritaire; signal suspect proche zone sensible et autre navire,ais-risk-v1
AIS-0061-05,VES-0061,436542994,MN-706,Corvette,combat,True,Panama,2026-05-12T07:59:39.981602+00:00,19.33889,38.63348,18.21,127.4,128.1,Actif,0,Mer Rouge,High,Mer Rouge,71.23,False,0.77,5,loitering,0.799,suspect,proximite autre navire; variation cap forte,20260513,Canal de Suez,High,72,20,12,10,30,11,2,85,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat; zone high; zone sensible active; zone navale connue; proximite immediate autre navire; regroupement de navires; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0042-05,VES-0042,460472118,MER-113,Pétrolier,civil,False,Norway,2026-05-13T02:37:26.423597+00:00,27.22152,55.79758,14.75,325.2,146.9,Interrompu,30,Détroit d'Ormuz,Critical,Détroit d'Ormuz,137.31,False,0.45,5,route sombre,0.819,suspect,coupure AIS; proximite autre navire; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,0,17,15,35,15,2,84,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 30 min; proximite immediate autre navire; regroupement de navires; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0078-04,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T22:39:55.566127+00:00,26.77446,56.57871,12.03,239.8,12.3,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,103.63,False,5.56,0,transit regulier,0.704,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,2,84,Risque élevé,True,False,Prioriser la revue analyste,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0002-01,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-12T18:03:57.818511+00:00,26.89375,56.15621,13.16,118.8,17.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,100.59,False,10.1,0,patrouille declaree,0.792,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,2,84,Risque élevé,True,False,Prioriser la revue analyste,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0052-02,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T16:31:17.264527+00:00,26.6142,56.92189,13.8,90.8,18.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,114.49,False,5.58,0,patrouille declaree,0.828,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,2,84,Risque élevé,True,False,Prioriser la revue analyste,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0042-03,VES-0042,460472118,MER-113,Pétrolier,civil,False,Norway,2026-05-13T00:09:26.423597+00:00,27.11306,55.94095,6.87,316.6,112.6,Interrompu,120,Détroit d'Ormuz,Critical,Détroit d'Ormuz,123.91,False,0.93,1,coupure AIS,0.643,suspect,coupure AIS; proximite autre navire; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,0,17,15,35,15,0,82,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 120 min; proximite immediate autre navire; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0047-05,VES-0047,710227377,MN-687,Corvette,combat,True,France,2026-05-12T23:12:16.289305+00:00,20.40707,39.26672,32.05,55.9,126.1,Actif,0,Mer Rouge,High,Mer Rouge,180.87,False,2.75,5,loitering,0.99,suspect,variation cap forte; vitesse atypique,20260513,Canal de Suez,High,72,20,12,10,25,11,4,82,Risque élevé,True,False,Prioriser la revue analyste,navire de combat; zone high; zone sensible active; zone navale connue; regroupement de navires; variation de cap tres forte; vitesse elevee; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0015-03,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T15:03:01.967937+00:00,27.14648,56.53037,10.89,355.0,19.2,Interrompu,360,Détroit d'Ormuz,Critical,Détroit d'Ormuz,137.96,False,1.37,1,coupure AIS,0.535,suspect,coupure AIS; proximite autre navire,20260513,Détroit d'Ormuz,Critical,110,0,17,15,35,15,0,82,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 360 min; proximite autre navire; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0064-03,VES-0064,592425568,MN-395,Bâtiment de débarquement,soutien_ou_amphibie,True,Taiwan,2026-05-12T14:12:33.949339+00:00,20.07791,39.73651,0.56,10.7,13.5,Interrompu,240,Mer Rouge,High,Mer Rouge,161.73,False,3.22,5,coupure AIS,0.466,suspect,coupure AIS,20260513,Canal de Suez,High,72,14,12,10,35,11,0,82,Risque élevé,True,False,Prioriser la revue analyste,navire de soutien/amphibie; zone high; zone sensible active; zone navale connue; coupure AIS 240 min; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0046-04,VES-0046,240150663,OCEAN-268,Cargo,civil,False,Singapore,2026-05-12T10:14:39.720673+00:00,25.86439,55.90688,9.82,200.1,12.1,Interrompu,45,Détroit d'Ormuz,Critical,Détroit d'Ormuz,17.72,True,16.97,0,reapparition tardive,0.343,suspect,coupure AIS,20260513,Détroit d'Ormuz,Critical,110,0,30,15,22,15,0,82,Risque élevé,True,False,Prioriser la revue analyste,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; coupure AIS 45 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0042-04,VES-0042,460472118,MER-113,Pétrolier,civil,False,Norway,2026-05-13T00:29:26.423597+00:00,27.14903,56.02481,12.44,288.1,20.6,Interrompu,120,Détroit d'Ormuz,Critical,Détroit d'Ormuz,127.79,False,2.53,5,coupure AIS,0.654,suspect,coupure AIS,20260513,Détroit d'Ormuz,Critical,110,0,17,15,32,15,2,81,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 120 min; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0029-03,VES-0029,453737930,MN-810,Navire de soutien,soutien_ou_amphibie,True,China,2026-05-12T17:43:48.690340+00:00,19.23227,39.09029,7.78,152.1,6.2,Interrompu,90,Mer Rouge,High,Mer Rouge,48.99,True,15.91,2,coupure AIS,0.46,suspect,coupure AIS,20260513,Canal de Suez,High,72,14,21,10,25,11,0,81,Risque élevé,True,False,Prioriser la revue analyste,navire de soutien/amphibie; zone high; proximite zone sensible; zone sensible active; zone navale connue; coupure AIS 90 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0015-04,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T17:11:01.967937+00:00,27.14387,56.59249,12.07,38.1,22.6,Interrompu,120,Détroit d'Ormuz,Critical,Détroit d'Ormuz,140.18,False,3.24,5,reapparition tardive,0.703,suspect,coupure AIS,20260513,Détroit d'Ormuz,Critical,110,0,17,15,32,15,2,81,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 120 min; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0029-05,VES-0029,453737930,MN-810,Navire de soutien,soutien_ou_amphibie,True,China,2026-05-12T16:49:48.690340+00:00,18.90927,39.24521,17.95,163.5,19.8,Interrompu,45,Mer Rouge,High,Mer Rouge,28.52,True,4.43,2,coupure AIS,0.613,suspect,coupure AIS,20260513,Canal de Suez,High,72,14,21,10,25,11,0,81,Risque élevé,True,False,Prioriser la revue analyste,navire de soutien/amphibie; zone high; proximite zone sensible; zone sensible active; zone navale connue; coupure AIS 45 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0011-04,VES-0011,308561057,ATL-344,Cargo,civil,False,Greece,2026-05-12T03:45:15.305483+00:00,24.14325,120.81606,14.07,145.3,26.7,Interrompu,180,Détroit de Taïwan,Critical,Détroit de Taïwan,64.65,False,1.61,3,route sombre,0.474,suspect,coupure AIS; proximite autre navire,20260513,Port de Shanghai,Critical,90,0,16,15,35,15,0,81,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 180 min; proximite autre navire; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0011-03,VES-0011,308561057,ATL-344,Cargo,civil,False,Greece,2026-05-12T01:41:15.305483+00:00,24.20916,120.62866,12.88,138.2,2.0,Interrompu,90,Détroit de Taïwan,Critical,Détroit de Taïwan,66.27,False,0.16,3,reapparition tardive,0.536,suspect,coupure AIS; proximite autre navire,20260513,Port de Shanghai,Critical,90,0,16,15,35,15,0,81,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 90 min; proximite immediate autre navire; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0020-04,VES-0020,393786524,MER-977,Cargo,civil,False,Turkey,2026-05-12T19:38:50.985322+00:00,26.54685,55.65287,13.95,180.3,9.7,Interrompu,120,Détroit d'Ormuz,Critical,Détroit d'Ormuz,69.97,False,27.78,2,route sombre,0.659,suspect,coupure AIS,20260513,Détroit d'Ormuz,Critical,110,0,17,15,30,15,2,79,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 120 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0015-05,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T18:23:01.967937+00:00,27.42437,56.53543,10.87,325.2,18.6,Interrompu,90,Détroit d'Ormuz,Critical,Détroit d'Ormuz,167.07,False,0.43,1,reapparition tardive,0.588,suspect,coupure AIS; proximite autre navire,20260513,Détroit d'Ormuz,Critical,110,0,17,15,32,15,0,79,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 90 min; proximite immediate autre navire; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0064-04,VES-0064,592425568,MN-395,Bâtiment de débarquement,soutien_ou_amphibie,True,Taiwan,2026-05-12T14:19:33.949339+00:00,20.36472,39.79065,1.04,25.0,7.9,Interrompu,120,Mer Rouge,High,Mer Rouge,192.7,False,2.79,5,coupure AIS,0.452,suspect,coupure AIS,20260513,Canal de Suez,High,72,14,12,10,32,11,0,79,Risque élevé,True,False,Prioriser la revue analyste,navire de soutien/amphibie; zone high; zone sensible active; zone navale connue; coupure AIS 120 min; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0073-01,VES-0073,576747216,MN-856,Frégate,combat,True,France,2026-05-12T07:03:18.983944+00:00,24.81528,120.60884,24.26,338.4,11.9,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,41.53,True,25.6,0,transit regulier,0.853,normal,aucun,20260513,Port de Shanghai,Critical,90,20,25,15,0,15,4,79,Risque élevé,True,False,Prioriser la revue analyste,navire de combat; zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0061-04,VES-0061,436542994,MN-706,Corvette,combat,True,Panama,2026-05-12T03:53:39.981602+00:00,19.38396,38.24873,28.9,67.3,11.3,Actif,0,Mer Rouge,High,Mer Rouge,102.22,False,0.56,1,variation de cap,0.871,suspect,proximite autre navire; vitesse atypique,20260513,Canal de Suez,High,72,20,12,10,22,11,4,79,Risque élevé,True,False,Prioriser la revue analyste,navire de combat; zone high; zone sensible active; zone navale connue; proximite immediate autre navire; vitesse elevee; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0020-03,VES-0020,393786524,MER-977,Cargo,civil,False,Turkey,2026-05-12T20:22:50.985322+00:00,26.61321,55.65914,11.99,245.1,23.4,Interrompu,240,Détroit d'Ormuz,Critical,Détroit d'Ormuz,76.18,False,17.63,1,route sombre,0.507,suspect,coupure AIS,20260513,Détroit d'Ormuz,Critical,110,0,17,15,31,15,0,78,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 240 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0011-05,VES-0011,308561057,ATL-344,Cargo,civil,False,Greece,2026-05-12T03:33:15.305483+00:00,24.27671,120.53196,13.79,128.2,19.4,Interrompu,180,Détroit de Taïwan,Critical,Détroit de Taïwan,66.77,False,3.31,5,coupure AIS,0.413,suspect,coupure AIS,20260513,Port de Shanghai,Critical,90,0,16,15,32,15,0,78,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 180 min; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0030-05,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T16:56:54.757766+00:00,25.80661,56.28541,8.26,230.7,106.0,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,35.74,True,3.58,5,variation de cap,0.882,suspect,proximite zone sensible; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,0,26,15,17,15,4,77,Risque élevé,True,False,Prioriser la revue analyste,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; regroupement de navires; variation de cap forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0030-01,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T14:00:54.757766+00:00,25.89799,56.29817,10.21,210.5,72.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,31.9,True,2.55,4,rendez-vous probable,0.927,suspect,proximite zone sensible; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,0,26,15,17,15,4,77,Risque élevé,True,False,Prioriser la revue analyste,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; regroupement de navires; variation de cap forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0046-03,VES-0046,240150663,OCEAN-268,Cargo,civil,False,Singapore,2026-05-12T07:59:39.720673+00:00,26.00555,55.97347,17.56,222.1,13.2,Interrompu,30,Détroit d'Ormuz,Critical,Détroit d'Ormuz,2.72,True,5.27,0,coupure AIS,0.502,suspect,coupure AIS,20260513,Détroit d'Ormuz,Critical,110,0,30,15,17,15,0,77,Risque élevé,True,False,Prioriser la revue analyste,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; coupure AIS 30 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0014-03,VES-0014,566487148,ATL-212,Porte-conteneurs,civil,False,Singapore,2026-05-12T07:22:25.418615+00:00,24.81091,120.61744,17.93,221.8,18.3,Interrompu,90,Détroit de Taïwan,Critical,Détroit de Taïwan,40.55,True,13.01,1,route sombre,0.453,suspect,coupure AIS,20260513,Port de Shanghai,Critical,90,0,25,15,22,15,0,77,Risque élevé,True,False,Prioriser la revue analyste,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; coupure AIS 90 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0063-05,VES-0063,564902011,MN-878,Bâtiment de débarquement,soutien_ou_amphibie,True,France,2026-05-12T15:09:43.402990+00:00,35.11101,32.2154,14.89,24.5,69.2,Interrompu,180,Méditerranée orientale,High,Méditerranée orientale,92.7,False,0.27,4,reapparition tardive,0.559,suspect,coupure AIS; proximite autre navire,20260513,Port militaire de Toulon,High,70,14,6,10,35,11,0,76,Risque élevé,True,False,Prioriser la revue analyste,navire de soutien/amphibie; zone high; zone navale connue; coupure AIS 180 min; proximite immediate autre navire; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0063-04,VES-0063,564902011,MN-878,Bâtiment de débarquement,soutien_ou_amphibie,True,France,2026-05-12T14:05:43.402990+00:00,35.25098,32.18454,13.28,336.1,13.3,Interrompu,240,Méditerranée orientale,High,Méditerranée orientale,100.31,False,0.5,3,reapparition tardive,0.392,suspect,coupure AIS; proximite autre navire,20260513,Port militaire de Toulon,High,70,14,6,10,35,11,0,76,Risque élevé,True,False,Prioriser la revue analyste,navire de soutien/amphibie; zone high; zone navale connue; coupure AIS 240 min; proximite immediate autre navire; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0054-02,VES-0054,666240177,MN-271,Croiseur,combat_strategique,True,France,2026-05-13T06:47:38.970870+00:00,42.42881,33.83104,18.73,7.3,11.8,Actif,0,Mer Noire,High,Mer Noire,242.9,False,20.53,2,transit regulier,0.867,normal,aucun,20260513,Mer Noire,High,74,35,12,10,3,11,4,75,Risque élevé,True,False,Prioriser la revue analyste,navire de combat strategique; zone high; zone sensible active; zone navale connue; historique metier prioritaire,ais-risk-v1
AIS-0019-03,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-13T00:38:29.401784+00:00,43.25888,34.26588,5.7,81.9,25.3,Actif,0,Mer Noire,High,Mer Noire,161.24,False,2.97,2,loitering,0.99,normal,aucun,20260513,Mer Noire,High,74,35,12,10,3,11,4,75,Risque élevé,True,False,Prioriser la revue analyste,navire de combat strategique; zone high; zone sensible active; zone navale connue; historique metier prioritaire,ais-risk-v1
AIS-0047-02,VES-0047,710227377,MN-687,Corvette,combat,True,France,2026-05-12T19:35:16.289305+00:00,20.28485,39.10803,1.43,66.9,167.0,Actif,0,Mer Rouge,High,Mer Rouge,165.5,False,3.51,5,loitering,0.831,suspect,variation cap forte,20260513,Canal de Suez,High,72,20,12,10,20,11,2,75,Risque élevé,True,False,Prioriser la revue analyste,navire de combat; zone high; zone sensible active; zone navale connue; regroupement de navires; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0047-03,VES-0047,710227377,MN-687,Corvette,combat,True,France,2026-05-12T19:12:16.289305+00:00,20.299,39.08296,18.4,29.1,5.8,Actif,0,Mer Rouge,High,Mer Rouge,166.91,False,0.96,2,variation de cap,0.847,suspect,proximite autre navire,20260513,Canal de Suez,High,72,20,12,10,20,11,2,75,Risque élevé,True,False,Prioriser la revue analyste,navire de combat; zone high; zone sensible active; zone navale connue; proximite immediate autre navire; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0015-01,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T14:11:01.967937+00:00,27.04802,56.533,0.56,13.8,140.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,128.03,False,1.19,4,loitering,0.747,suspect,proximite autre navire; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,0,17,15,26,15,2,75,Risque élevé,True,False,Prioriser la revue analyste,zone critical; zone sensible active; base sous-marine ou equivalent; proximite autre navire; regroupement de navires; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
